play_id,title,speaker,length,description,play_link
28772,White Sands and Space,Robert Holguin,10:16,"At 12 years old, Robert Holguin infiltrates a NASA press conference.",https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=28772
28761,Costume Design,Anoush Froundjian,05:58,Anoush Froundijian is cast in a bit part in the Armenian version of Beauty and the Beast.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=28761
28759,Hidden Camera,Jon Novick,08:07,Jon Novick reveals what his every day existence is like as a Little Person in New York City.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=28759
28757,Over the Bridge,Carl Banks,06:10,Carl Banks draws upon his past to help a desperate young man on a bridge.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=28757
28755,"Drumstick, Please!",Annie Tan,06:30,Annie Tan has trouble connecting with her father across a language barrier and physical distance.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=28755
28753,Mac and Cheese,Gabrielle Shea,06:50,Gabby Shea wants to impress her boyfriend's family with her macaroni and cheese.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=28753
28739,Honesty and Hope,Dan Ariely,11:38,Dan Ariely is called upon to help a fellow burn survivor.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=28739
28737,Going the Extra Mile,Luanne Sims,07:46,Luanne Sims has to grow up fast when she gets her first real job.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=28737
28735,Flaming,Craig Mangum,06:03,Craig Mangum explores his relationship to Mormonism and it's sacred garments.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=28735
28733,Go Back and Tell,Hannah Drake,14:15,"After a trip to Senegal's Door of No Return, Hannah Drake tries to piece together a family history obliterated by slavery.",https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=28733
28723,Love at Third Sight,Abhishek Shah,14:43,Abhishek Shah hatches a plan to win over his fiancée's family.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=28723
28720,Finish Strong,Tahmin Ullah,05:49,Tahmin Ullah risks her relationship with her mom when she takes up running.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=28720
28717,Dulce et Decorum,Romy Negrin,08:49,Romy Negrin and her Latin Club compete in the highest division.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=28717
28713,Xocoatl (Bitter Water),Tod Kelly,07:48,Tod Kelly seeks justice for a decades-old prank.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=28713
28710,Oh Brother,Joey Garfield,03:41,Joey Garfield is invited to play with the cool kids.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=28710
28697,The Sky is the Limit,Quratulain Fatima,13:48,Quratulain Fatima grows up refusing to take no for an answer.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=28697
28694,With a Little Help from My Nemesis,Albert Fox Kahn,04:51,Albert Fox Cahn finds unexpected motivation to turn his health crisis around.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=28694
28689,Lift Lessons,Lucy Danser,05:50,"Living on the 44th floor, Lucy Danser has to face her fear of elevators.",https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=28689
28685,When the Truth is Tricky,Rufus May,11:11,Rufus May fears his own experience with mental health issues will keep him from being a clinical psychologist.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=28685
28680,A New Normal,Chelsea Shorte,05:38,Chelsea Shorte is pulled over for the first time while masculine presenting.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=28680
28677,Stardust and Old Dogs,Patricia Aro,05:30,Patricia Aro is scared that her children will ask her about death.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=28677
28673,How to Fight,Tito Chavez-Nyugen,05:55,Bruce Lee teaches Tito Chavez-Nguyen how to find his way in a new school.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=28673
28668,13 Years Late,Diane Kastiel,05:50,Diane Kastiel gets unexpected and unwanted news.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=28668
28665,Outrunning the Dark,Carol Seppilu,13:36,Carol Seppilu finds a unique way to brave her depression.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=28665
28660,Home Cooking,Michael Fischer,11:49,Michael Fischer risks his life for a bag of pretzels.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=28660
28655,Unexpected Grace,Madeleine Berenson,06:22,A pregnant Madeleine Berenson endures harassment and discrimination from her employer.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=28655
28652,On the Road Again,Julie Pryor,12:20,Julie Pryor is tasked with driving on the [infamously] dangerous Alaskan Haul Road.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=28652
28647,Feedlot Calves,Jackie Andrews,11:24,"16 and pregnant, Jackie Andrews must find a way out of financial hardship.",https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=28647
28644,Writing Amidst the Ruins,Elif Shafak,12:09,Elif Shafak's self-imposed isolation draws her closer to her neighbors.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=28644
28594,Out of Print and Impossible to Find,Dean Rudoy,05:05,Dean Rudoy magically finds the final book in his favorite author’s series.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=28594
28588,Just Wait a Whale,Jessica Ribera,06:11,Jessica Ribera finally sees some whales... and tries to get her kids to see them as well.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=28588
28537,The Little Pink General Lee,Samuel James,13:43,Samuel James looks at an artifact from his past with new eyes.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=28537
28545,My Knight in Shining Sidecurls,Frimet Goldberger,14:23,Frimet Goldberger ventures into the unexplored world of a Florida water park.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=28545
28554,The Case of the Cussing Canoeist,Michael Steinberg,12:38,Michael Steinberg gets an unexpected case in his new role as the director of the Michigan ACLU.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=28554
28512,Refuge,Craig Mangum,07:17,Craig Mangum receives advice from a Mormon bishop.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=28512
28508,An Awkward Oath,Adam Ellick,06:31,Adam Ellick is tasked with caring for his cantankerous grandfather.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=28508
28505,Daughter of a Preacher,Lydia Caesar,12:47,"Lydia Caesar grows up as a Preacher's Kid or ""PK.""",https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=28505
28489,The Grinch Rides Again,Mary Gaitskill,16:34,"After a traumatic life event, Mary Gaitskill finds a new sense of purpose... by becoming the Grinch for a little girl.",https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=28489
28463,The Lesbian Hunt or What Would People Say?,Sejal,06:50,Sejal searches for the perfect Indian lesbian to meet her parents.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=28463
28458,Motorcycle Cowboy,Trevor Nourse,12:40,Trevor Nourse spends a wild summer with his father as a kid.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=28458
28451,Attorney at Large,Laura Gilbert,06:06,Laura Gilbert accidentally impersonates a law school graduate.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=28451
28441,Marty Steps Out,Martha Wegner,06:15,Martha Wegner comes out of her shell at dance class.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=28441
28429,A Soldier’s Story,Raymond Christian,12:00,Ray Christian begins to acknowledge his symptoms of PTSD.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=28429
28363,Residual Effects,Anthony Brinkley,13:53,Anthony Brinkley shares his complicated relationship with white people.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=28363
28359,The Home Perm: Teenage Rebellion Never Looked So Good!,Jason Schommer,06:14,Jason Schommer's mother teaches him that bad decisions can be immortalized in photos.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=28359
28341,Communion Cookies,William Nour,06:21,William Nour finds connection and communion through cookies.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=28341
28338,Paranoid Shadow,Iman Ahmed,09:47,Iman Ahmed walks behind her father.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=28338
28333,Brothers,Jim Giaccone,06:46,Jim Giaccone searches for his brother in the rubble of the Twin Towers.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=28333
28330,One Small Sheep for Mankind,Michael Devlin,04:47,Micheal Devlin rescues a sheep in a field in Ireland.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=28330
28327,The Women of Lee Avenue,Jean Le Bec,06:10,Jean le Bec begins to feel a sense of community at her local pool.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=28327
28287,Bienvenidos a Deutschland,Javier Morillo,06:58,Javier Morillo and his family hold true to their cultural traditions.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=28287
28276,48 Inches,David Levy,11:26,David Levy faces his fears for his son.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=28276
28267,Bunny Hop,Pamela Mitchell,11:39,Pamela Mitchell learns to put her opinions first.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=28267
28248,"Drumstick, Please!",Annie Tan,06:30,Annie Tan has trouble connecting with her father across a language barrier and physical distance.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=28248
28245,Feedlot Calves,Jackie Andrews,11:24,"16 and pregnant, Jackie Andrews must find a way out of financial hardship.",https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=28245
28228,Holy Moly,Raabia Wazir,09:41,Raabia Wazir leaves KY to take a job at Muslim Civil Rights Organization in DC.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=28228
28210,It Wasn’t Great,Liz Phair,11:32,A series of unfortunate events befalls Liz Phair when she performs at the Rockefeller Center tree lighting.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=28210
28207,The Show Must Go On,Ashley Johnson,05:08,Ashley Johnson moves to LA to pursue her dream of acting.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=28207
28204,Don't Know Much About Music,Jason Mesches,04:42,Jason Mesches plays a medley of his own creation for his unconventional piano teacher.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=28204
28197,A Thpoonful of Thugar,Phil Wang,13:10,Phil Wang contends with his lisp during his primary school's production of Mary Poppins.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=28197
28188,An Instrumental Crisis,Laura Hitchcock,06:08,Laura Hitchcock is entrusted with her teacher's prized trumpet.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=28188
28133,"Our Rhine River Crossing, March 1945",Tom Sitter,07:23,Tom Sitter retells a hair-raising tale from his WWII service.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=28133
28119,Ghost of Vietnam,Scott Young,06:20,Scott Young honors the legacy of his Vietnam Veteran father.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=28119
28092,"After The Plague, Came The Renaissance",Led Black,11:30,"Thanks to his wife, Led Black discovers a new type of masculinity.",https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=28092
28089,Meeting the Jazz Giant,Quiara Alegría Hudes,16:31,"Having grown up in the world of music, Quiara Alegría Hudes finds her college music program lacking.",https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=28089
28086,When the Truth Pops Out,Lin-Manuel Miranda,12:39,"As a high school student, Lin-Manuel Miranda reveals more of himself than he realized while writing his first musical.",https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=28086
28035,Jobs Not Bombs,Frank Chalmers,06:36,Frank Chalmers gives peace a chance.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=28035
28032,Family Values,Jan Stapleman,06:48,Jan Stapleman navigates the borders of her moral compass and her family.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=28032
28025,Genes: A Love Story,Beth Bucher,05:14,Beth Bucher makes a hard decision to protect her health.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=28025
27923,Hayride to Hell,Amir Baghdadchi,06:07,Amir Baghdadchi takes on a frightening new gig,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=27923
27916,Tales of Bravery and Stupidity,Bruce McCulloch,11:33,Bruce McCulloch masquerades as a familiar creature.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=27916
27882,The Tears Between Us,Devan Sandiford,11:48,Devan Sandiford finds the courage to talk to his mother about the family's past.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=27882
27875,The Best Mother She Ever Had,Cheryl Murfin,05:43,Cheryl Murfin forgets something important in the parking lot of the grocery story.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=27875
27865,The Baptism,Anoush Froundjian,05:46,Nervous bride-to-be Anoush Froundjian introduces her fiancé to her Armenian traditions.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=27865
27858,I Need You to Know,Tim Manley,07:08,Tim Manley's repressed feelings start to manifest themselves physically.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=27858
27853,Separation Anxiety,Amanda Stern,10:28,Amanda Stern reaches a breaking point with her anxiety.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=27853
27761,"Always a Bride, Never a Wife",Sivan Schondorf,05:25,Sivan Schondorf has to fake it until she makes it (to the altar).,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=27761
27752,The Waiting Room,Jennifer Leahy,06:49,Jennifer Leahy learns empathy from a role reversal.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=27752
27722,Finding YiaYia: A Greek Tragedy,Angela Derecas Taylor,13:15,Angela Derecas Taylor uncovers a dark truth about her grandparents.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=27722
27713,Honest Colors,Okeoma Erojikwe,07:54,Okeoma Erojikwe is stuck between a cultural tradition and loyalty to her grandmother.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=27713
27628,Going to Graceland,Ernesto Quiñonez,11:01,Ernesto Quiñonez tries to encourage his 9-year-old daughter to be his traveling companion to Graceland.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=27628
27586,"My Dog, My Hero",Linda Torres,07:33,Linda Fontanilla rescues a foster dog.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=27586
27597,Suzy's Second Chance,Beth Bradley,06:01,Beth Bradley’s dad makes a difficult choice to save the family dog.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=27597
27553,Love of a Little Brother,Om Choudhury,06:58,Om Choudhury comforts his brother in the wake of their father's death.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=27553
27550,Histamine and The Exorcist,Lynn Chamberlain Adams,05:36,Lynn Adams gets revenge on her brother.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=27550
27547,Half a Sibling Brother,Katherine Wu,06:09,Katherine Wu hopes her older brother will attend her wedding.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=27547
